listener,listener_trial,level_condition,sound_heard,listener_response,proportion_correct,typical_source_intensity
20,222,6,coin in a vending machine,coin in a vending machine,1,low-intensity
20,223,5,camera turning on,camera turning on,1,low-intensity
20,224,3,dice roll,dice roll,1,low-intensity
20,225,4,water boiling,water boiling,1,low-intensity
20,226,3,cat meow,cat meow,1,2
20,227,5,air hockey,air hockey,1,3
20,228,1,seal,seal,1,3
20,229,2,volcanic eruption,volcanic eruption,1,high-intensity
20,230,3,bassoon,bassoon,1,3
20,231,3,chopping food,chopping food,1,low-intensity
20,232,7,oldfashioned dialer,oldfashioned dialer,1,low-intensity
20,233,1,windows startup sound,windows startup sound,1,2
20,234,7,castanet,castanet,1,3
20,235,5,cow mooing,cow mooing,1,3
20,236,6,crowd booing,train whistle,0,high-intensity
20,237,6,clock ticking,clock ticking,1,low-intensity
20,238,2,running on a hard surface,running on a hard surface,1,2
20,239,4,applause,applause,1,high-intensity
20,240,3,basketball dribbling,basketball dribbling,1,2
20,241,5,busy signal,busy signal,1,2
20,242,7,typing,typing,1,low-intensity
20,243,4,water splashing,water splashing,1,3
20,244,7,vacuum,vacuum,1,high-intensity
20,245,6,pager beeps,pager beeps,1,3
20,246,7,popcorn popping,popcorn popping,1,3
20,247,1,cymbol crash,cymbol crash,1,high-intensity
20,248,6,seagulls,seagulls,1,3
20,249,6,chinese,chinese,1,3
20,250,1,electric bass,electric bass,1,3
20,251,6,chiseling,chiseling,1,2
20,252,1,dog panting,dog panting,1,2
20,253,7,piano,piano,1,3
20,254,3,rollerblading,rollerblading,1,3
20,255,2,tap dancing,tap dancing,1,high-intensity
20,256,6,car alarm,car alarm,1,high-intensity
20,257,6,organ,organ,1,high-intensity
20,258,1,windup toy,windup toy,1,low-intensity
20,259,7,inflating a balloon,inflating a balloon,1,low-intensity
20,260,1,car deccelerating,car deccelerating,1,low-intensity
20,261,5,dog barking,dog barking,1,high-intensity
20,262,1,fire,fire,1,low-intensity
20,263,2,wind,wind,1,2
20,264,4,ratchet,rotary telephone dialer,0,2
20,265,1,walking on leaves,walking on leaves,1,2
20,266,4,gorilla,gorilla,1,3
20,267,4,triangle,triangle,1,2
20,268,3,baby babbling,baby babbling,1,3
20,269,1,paper cutter,paper cutter,1,low-intensity
20,270,1,toy squeaks,toy squeaks,1,3
20,271,1,wing flapping,printing,0,low-intensity
20,272,6,heart monitor,heart monitor,1,3
20,273,5,car accelerating,car accelerating,1,2
20,274,7,helicopter,helicopter,1,high-intensity
20,275,3,gargling,gargling,1,low-intensity
20,276,5,scrubbing dishes,scrubbing dishes,1,2
20,277,6,blender,blender,1,high-intensity
20,278,1,car engine starting,car engine starting,1,3
20,279,3,jumping rope,jumping rope,1,2
20,280,5,bowling,bowling,1,high-intensity
20,281,7,flute,flute,1,3
20,282,1,hand saw,hand saw,1,high-intensity
20,283,3,door opening,door opening,1,2
20,284,7,cash register,cash register,1,2
20,285,1,gong,gong,1,high-intensity
20,286,5,church bells,church bells,1,high-intensity
20,287,4,ice machine,ice machine,1,2
20,288,4,school bell,school bell,1,high-intensity
20,289,6,rubbing hands,rubbing hands,1,low-intensity
20,290,2,sipping,sipping,1,2
20,291,6,bird song,bird song,1,2
20,292,5,screwing off a lid,screwing off a lid,1,low-intensity
20,293,6,toilet flushing,toilet flushing,1,2
20,294,5,dishes clanking,dishes clanking,1,3
20,295,1,reception desk bell,reception desk bell,1,3
20,296,6,opening a soda bottle,rubbing cloth,0,low-intensity
20,297,1,marching,grating food,0,3
20,298,4,velcro,velcro,1,low-intensity
20,299,1,door creaking,door creaking,1,2
20,300,7,dove cooing,owl hooting,0,low-intensity
21,1,7,german,german,1,2
21,2,7,car driving through a puddle,car driving through a puddle,1,2
21,3,4,truck,truck,1,high-intensity
21,4,7,school hallway,school hallway,1,high-intensity
21,5,3,pinball,pinball,1,high-intensity
21,6,7,door opening,door opening,1,2
21,7,7,seagulls,seagulls,1,3
21,8,4,harmonica,harmonica,1,3
21,9,2,windows startup sound,windows startup sound,1,2
21,10,7,spray can shaking,spray can shaking,1,2
21,11,3,castanet,tap dancing,0,3
21,12,5,train warning bell,train warning bell,1,high-intensity
21,13,4,woman speaking,woman speaking,1,3
21,14,4,phone vibrating,phone vibrating,1,low-intensity
21,15,5,organ,organ,1,high-intensity
21,16,2,train whistle,train whistle,1,high-intensity
21,17,3,rubbing hands,rubbing hands,1,low-intensity
21,18,7,swimming,swimming,1,2
21,19,3,dialup,dialup,1,3
21,20,2,music box,music box,1,low-intensity
21,21,1,dog barking,dog barking,1,high-intensity
21,22,2,geese honking,geese honking,1,3
21,23,3,ping pong,ping pong,1,3
21,24,1,sports arena buzzer,sports arena buzzer,1,high-intensity
21,25,1,lawn mower,lawn mower,1,high-intensity
21,26,5,car windows,film reel,0,2
21,27,7,coughing,coughing,1,3
21,28,4,crowd booing,bees,0,high-intensity
21,29,1,writing on a whiteboard,rocking chair,0,low-intensity
21,30,2,hammering a nail,hammering a nail,1,high-intensity
21,31,4,arabic,arabic,1,2
21,32,7,car skidding,car skidding,1,high-intensity
21,33,7,noisemaker,noisemaker,1,high-intensity
21,34,7,gunshots,gunshots,1,high-intensity
21,35,3,dog drinking,dog drinking,1,2
21,36,1,plane taking off,plane taking off,1,high-intensity
21,37,3,fan,fan,1,2
21,38,6,jumping rope,jumping rope,1,2
21,39,4,brushing hair,brushing hair,1,low-intensity
21,40,6,paper cutter,paper cutter,1,low-intensity
21,41,2,reception desk bell,reception desk bell,1,3
21,42,3,oldfashioned dialer,oldfashioned dialer,1,low-intensity
21,43,6,doorbell,doorbell,1,high-intensity
21,44,5,slicing bread,grating food,0,low-intensity
21,45,4,orchestra tuning,orchestra tuning,1,high-intensity
21,46,7,heart beats,heart beats,1,low-intensity
21,47,6,stones tumbling,stones tumbling,1,2
21,48,3,stream,stream,1,low-intensity
21,49,6,record scratching,record scratching,1,2
21,50,6,jackhammer,jackhammer,1,high-intensity
21,51,5,oboe,oboe,1,3
21,52,5,typing,typing,1,low-intensity
21,53,4,paper shredder,ice machine,0,high-intensity
21,54,3,ringtone,ringtone,1,3
21,55,4,motorcycle revving,motorcycle revving,1,high-intensity
21,56,5,clipping hair,clipping hair,1,low-intensity
21,57,6,spanish,spanish,1,3
21,58,5,knocking on door,knocking on door,1,3
21,59,3,paper tearing,paper tearing,1,low-intensity
21,60,7,alarm clock,alarm clock,1,high-intensity
21,61,2,drinking,drinking,1,low-intensity
21,62,6,rain,rain,1,3
21,63,4,walking with heels,walking with heels,1,2
21,64,2,giggling,giggling,1,3
21,65,4,drum roll,pig snorting,0,high-intensity
21,66,6,sails flapping,sails flapping,1,3
21,67,2,hammering metal,coins dropping,0,high-intensity
21,68,5,chiseling,chiseling,1,2
21,69,2,lion growl,lion growl,1,high-intensity
21,70,5,fireworks,fireworks,1,high-intensity
21,71,3,turning a lock,turning a lock,1,low-intensity
21,72,7,fax,fax,1,2
21,73,3,scrubbing dishes,bathwater,0,2
21,74,7,scratching,scratching,1,low-intensity
21,75,1,train passing by,rocking chair,0,high-intensity
21,76,6,dishes clanking,dishes clanking,1,3
21,77,7,spray can spraying,roulette wheel,0,low-intensity
21,78,7,newspaper page turning,horse galloping,0,low-intensity
21,79,3,crying,crying,1,high-intensity
21,80,6,door sliding shut,door sliding shut,1,low-intensity
21,81,4,car alarm,car alarm,1,high-intensity
21,82,2,shouting,shouting,1,high-intensity
21,83,2,chopping food,chopping food,1,low-intensity
21,84,2,horse galloping,horse galloping,1,2
21,85,4,pig snorting,pig snorting,1,3
21,86,7,water dripping,water dripping,1,low-intensity
21,87,7,drink fizzing,drink fizzing,1,low-intensity
21,88,3,skate boarding,skate boarding,1,2
21,89,4,chicken cluck,chicken cluck,1,2
21,90,1,siren,siren,1,high-intensity
21,91,3,frying,film reel turning,0,2
21,92,5,hair dryer,hair dryer,1,high-intensity
21,93,2,chopping wood,chopping wood,1,3
21,94,7,a capella singing,a capella singing,1,3
21,95,2,inflating a balloon,hair dryer,0,low-intensity
21,96,3,explosion,thunder,0,high-intensity
21,97,5,biting and chewing,biting and chewing,1,2
21,98,6,acoustic bass,acoustic bass,1,2
21,99,7,laughing,laughing,1,high-intensity
21,100,1,ice machine,rubbing cloth,0,2
21,101,5,guitar,guitar,1,3
21,102,2,bus decelerating,inflating a balloon,0,3
21,103,4,coins jingling in a pocket,coins jingling in a pocket,1,2
21,104,7,water splashing,pouring liquid,0,3
21,105,1,shower,balloondeflating,0,3
21,106,7,crowd cheering,crowd cheering,1,high-intensity
21,107,3,witch cackle,witch cackle,1,high-intensity
21,108,2,dice roll,dice roll,1,low-intensity
21,109,5,microwave,microwave,1,low-intensity
21,110,3,gavel hits,gavel hits,1,3
21,111,3,keys jingling,keys jingling,1,low-intensity
21,112,3,cricket,cricket,1,2
21,113,7,crow,crow,1,3
21,114,1,school bell,school bell,1,high-intensity
21,115,7,running up stairs,running up stairs,1,2
21,116,4,sword fighting,sword fighting,1,3
21,117,6,horse neighing,horse neighing,1,3
21,118,6,cello,cello,1,3
21,119,1,key opening door,spray can spraying,0,low-intensity
21,120,6,coins dropping,coins dropping,1,low-intensity
21,121,5,leather coat,leather coat,1,low-intensity
21,122,7,crowd noise,crowd noise,1,high-intensity
21,123,1,tambourine,tambourine,1,3
21,124,4,screwing off a lid,peeling,0,low-intensity
21,125,7,tractor,coins dropping,0,high-intensity
21,126,2,grating food,sawing,0,low-intensity
21,127,6,water boiling,water boiling,1,low-intensity
21,128,4,humming,humming,1,low-intensity
21,129,6,race car,race car,1,high-intensity
21,130,6,clarinet,tuba,0,3
21,131,1,gorilla,gorilla,1,3
21,132,1,shuffling,shuffling,1,low-intensity
21,133,1,blender,blender,1,high-intensity
21,134,4,bees,bees,1,low-intensity
21,135,2,cartoon sound effects,music box,0,3
21,136,6,radar beeps,radar beeps,1,2
21,137,5,flute,flute,1,3
21,138,6,cat meow,cat meow,1,2
21,139,5,accordian,accordian,1,high-intensity
21,140,4,bathwater,liquid pouring out of a bottle,0,2
21,141,6,sleigh bells,sleigh bells,1,3
21,142,5,tap dancing,tap dancing,1,high-intensity
21,143,3,dialing,dialing,1,low-intensity
21,144,3,monkey screaming,monkey screaming,1,high-intensity
21,145,2,cicadas,cicadas,1,3
21,146,7,rollerblading,tractor,0,3
21,147,7,running on sand,running on gravel,0,low-intensity
21,148,2,clock ticking,clock ticking,1,low-intensity
21,149,1,drawer closing,running up stairs,0,low-intensity
21,150,7,baby babbling,baby babbling,1,3
21,151,3,mac startup sound,mac startup sound,1,low-intensity
21,152,2,busy signal,busy signal,1,2
21,153,3,tooth brushing,sipping,0,low-intensity
21,154,7,window blinds,window blinds,1,2
21,155,2,harp,harp,1,2
21,156,2,dentist drill,dentist drill,1,high-intensity
21,157,4,french,french,1,2
21,158,3,volcanic eruption,volcanic eruption,1,high-intensity
21,159,3,triangle,triangle,1,2
21,160,7,gong,gong,1,high-intensity
21,161,5,walking on leaves,walking on leaves,1,2
21,162,6,cymbol crash,cymbol crash,1,high-intensity
21,163,4,cow mooing,cow mooing,1,3
21,164,1,applause,applause,1,high-intensity
21,165,3,wind,wind,1,2
21,166,1,coin in a vending machine,coin in a vending machine,1,low-intensity
21,167,4,pager beeps,pager beeps,1,3
21,168,1,darth vader,darth vader,1,2
21,169,4,duck quack,duck quack,1,3
21,170,2,breathing,breathing,1,low-intensity
21,171,3,drum solo,drum solo,1,high-intensity
21,172,5,violin,violin,1,3
21,173,7,boat horn,boat horn,1,high-intensity
21,174,4,church bells,church bells,1,high-intensity
21,175,4,traffic noises,traffic noises,1,high-intensity
21,176,7,camera turning on,camera turning on,1,low-intensity
21,177,3,bowling,bowling,1,high-intensity
21,178,4,toy squeaks,toy squeaks,1,3
21,179,2,chainsaw revving,chainsaw revving,1,high-intensity
21,180,7,tuba,tuba,1,3
21,181,3,tennis volley,tennis volley,1,3
21,182,6,helicopter,helicopter,1,high-intensity
21,183,2,car engine starting,roulette wheel,0,3
21,184,7,russian,russian,1,2
21,185,7,kettle whistling,kettle whistling,1,3
21,186,7,zipper,zipper,1,low-intensity
21,187,6,owl hooting,owl hooting,1,low-intensity
21,188,5,waves,waves,1,3
21,189,3,sheep,sheep,1,3
21,190,7,shoveling,shoveling,1,2
21,191,6,pepper grinder,pepper grinder,1,2
21,192,1,salt shaker,salt shaker,1,low-intensity
21,193,1,basketball dribbling,writing on a chalkboard,0,2
21,194,7,sighing,sighing,1,low-intensity
21,195,3,italian,italian,1,2
21,196,6,truck beeping,truck beeping,1,high-intensity
21,197,4,whistling,whistling,1,2
21,198,2,coloring,coloring,1,low-intensity
21,199,5,kid speaking,kid speaking,1,3
21,200,4,shopping cart,shopping cart,1,2
21,201,7,running on a hard surface,running on a hard surface,1,2
21,202,6,car horn,car horn,1,high-intensity
21,203,5,balloon deflating,balloon deflating,1,2
21,204,3,banjo,banjo,1,high-intensity
21,205,6,soda pouring into a cup,soda pouring into a cup,1,low-intensity
21,206,4,bicycle,bicycle,1,low-intensity
21,207,6,cuckoo clock,cuckoo clock,1,3
21,208,2,car idling,car idling,1,low-intensity
21,209,7,rocking chair,rocking chair,1,3
21,210,2,bear growling,bear growling,1,3
21,211,1,pool balls colliding,pool balls colliding,1,3
21,212,2,fire alarm,radio or tv static,0,high-intensity
21,213,5,locker closing,paper tearing,0,3
21,214,5,opening a soda bottle,fax,0,low-intensity
21,215,1,bagpipes,bagpipes,1,high-intensity
21,216,1,grunting and groaning,ballooninflating,0,2
21,217,3,electric drill,electric drill,1,high-intensity
21,218,1,dog whining,coughing,0,3
21,219,7,scream,scream,1,high-intensity
21,220,3,car deccelerating,car deccelerating,1,low-intensity
21,221,4,rattlesnake,rattlesnake,1,2
21,222,4,knives sharpening,knives sharpening,1,2
21,223,6,turkey gobble,turkey gobble,1,3
21,224,4,flag,flag,1,low-intensity
21,225,5,fire,fire,1,low-intensity
21,226,1,glass shattering,frog croaking,0,high-intensity
21,227,2,bird song,bird song,1,2
21,228,3,thunder,thunder,1,high-intensity
21,229,2,whale call,whale call,1,2
21,230,3,can opening,can opening,1,low-intensity
21,231,2,coffee machine,coffee machine,1,low-intensity
21,232,6,tree falling,tree falling,1,high-intensity
21,233,2,liquid pouring out of a bottle,liquid pouring out of a bottle,1,2
21,234,1,sipping,sipping,1,2
21,235,1,velcro,vegetable peeler,0,low-intensity
21,236,5,camera taking a picture,camera taking a picture,1,2
21,237,3,piano,piano,1,3
21,238,6,rubbing cloth,sails flapping,0,low-intensity
21,239,5,popcorn popping,popcorn popping,1,3
21,240,1,ice in cup,ice in cup,1,low-intensity
21,241,2,chinese,chinese,1,3
21,242,3,slot machine,slot machine,1,high-intensity
21,243,2,cash register,cash register,1,2
21,244,1,finger tapping,screwing in a nail,0,low-intensity
21,245,5,cat purring,cat purring,1,low-intensity
21,246,4,seal,seal,1,3
21,247,4,whistle,whistle,1,high-intensity
21,248,6,elevator door,train passing by,0,2
21,249,7,frog croaking,frog croaking,1,2
21,250,2,walking on a hard surface,walking on a hard surface,1,2
21,251,3,drawer opening,drawer opening,1,low-intensity
21,252,1,walking on gravel,walking on gravel,1,2
21,253,7,morse code,morse code,1,3
21,254,3,car crash,car crash,1,high-intensity
21,255,1,scissors cutting paper,scissors cutting paper,1,low-intensity
21,256,5,dog panting,dog panting,1,2
21,257,6,hand saw,hand saw,1,high-intensity
21,258,5,wing flapping,printing,0,low-intensity
21,259,3,windup toy,windup toy,1,low-intensity
21,260,7,dial tone,dial tone,1,low-intensity
21,261,7,peeling,peeling,1,low-intensity
21,262,2,opening a letter,opening a letter,1,low-intensity
21,263,7,baby crying,baby crying,1,high-intensity
21,264,6,screwing in a nail,chopping wood,0,2
21,265,7,radio static,radio static,1,3
21,266,4,door creaking,door creaking,1,2
21,267,2,gargling,gargling,1,low-intensity
21,268,2,ratchet,dialup internet,0,2
21,269,3,bus accelerating,bus accelerating,1,2
21,270,7,printing,printing,1,3
21,271,6,bike bell,bike bell,1,2
21,272,2,roulette wheel,roulette wheel,1,2
21,273,3,dove cooing,dove cooing,1,low-intensity
21,274,3,air hockey,air hockey,1,3
21,275,6,Indian,Indian,1,2
21,276,4,wind chimes,wind chimes,1,3
21,277,4,vacuum,vacuum,1,high-intensity
21,278,5,man speaking,man speaking,1,2
21,279,6,nose blowing,nose blowing,1,3
21,280,3,writing on paper,writing on paper,1,low-intensity
21,281,1,film reel,film reel,1,3
21,282,1,crowd laughing,crowd laughing,1,high-intensity
21,283,4,toilet flushing,toilet flushing,1,2
21,284,7,grandfather clock,grandfather clock,1,3
21,285,4,chair rolling,rocking chair,0,low-intensity
21,286,5,writing on a chalkboard,writing on a chalkboard,1,2
21,287,6,running on gravel,running on gravel,1,3
21,288,6,marching,marching,1,3
21,289,4,car accelerating,busaccelerating,0,2
21,290,3,heart monitor,heart monitor,1,3
21,291,4,hawk screech,hawk screech,1,3
21,292,7,wolves howlling,wolves howlling,1,2
21,293,2,rooster crowing,rooster crowing,1,high-intensity
21,294,3,telephone ringing,telephone ringing,1,high-intensity
21,295,6,match lighting,film reel,0,low-intensity
21,296,5,bassoon,bassoon,1,3
21,297,6,bass drum hits,bass drum hits,1,high-intensity
21,298,5,crumpling paper,crumpling paper,1,2
21,299,6,electric bass,electric bass,1,3
21,300,4,shaving with electric razor,shaving with electric razor,1,2
22,1,4,water dripping,water dripping,1,low-intensity
22,2,3,gunshots,gunshots,1,high-intensity
22,3,1,toy squeaks,toy squeaks,1,3
22,4,7,cow mooing,cow mooing,1,3
22,5,5,frying,frying,1,2
22,6,5,chair rolling,chair rolling,1,low-intensity
22,7,3,gavel hits,gavel hits,1,3
22,8,4,salt shaker,writing on paper,0,low-intensity
22,9,2,piano,piano,1,3
22,10,4,spanish,spanish,1,3
22,11,2,record scratching,record scratching,1,2
22,12,1,wind chimes,wind chimes,1,3
22,13,3,fire,shower,0,low-intensity
22,14,5,dialing,dialing,1,low-intensity
22,15,2,train whistle,train whistle,1,high-intensity
22,16,1,oboe,oboe,1,3
22,17,7,bus decelerating,car accelerating,0,3
22,18,5,laughing,laughing,1,high-intensity
22,19,7,motorcycle revving,motorcycle revving,1,high-intensity
22,20,3,slicing bread,slicing bread,1,low-intensity
22,21,3,drum roll,leather coat,0,high-intensity
22,22,1,turkey gobble,turkey gobble,1,3
22,23,5,stones tumbling,stones tumbling,1,2
22,24,2,explosion,explosion,1,high-intensity
22,25,5,turning a lock,shaving with electric razor,0,low-intensity
