listener,listener_trial,mturk_worker,mturk_trial,level_condition,noise_condition,sound_heard,listener_response,mturk_response,proportion_correct,typical_source_intensity
60,185,67,17,7,0,frog croaking,electrical buzzing  sounds like a precision tool of some sort,toy squeaks,0.5,2
60,185,777,22,7,0,frog croaking,electrical buzzing  sounds like a precision tool of some sort,frog croaking,0.5,2
60,186,328,17,6,0,orchestra tuning,heart beat through a stethescope?,orchestra tuning,1,high-intensity
60,186,669,48,6,0,orchestra tuning,heart beat through a stethescope?,orchestra tuning,1,high-intensity
60,187,43,20,5,0,piano,car motor starting up,piano,1,3
60,187,747,18,5,0,piano,car motor starting up,piano,1,3
60,188,19,28,3,0,coloring,maybe someone sweeping with a bristle broom?,coloring,1,low-intensity
60,188,401,48,3,0,coloring,maybe someone sweeping with a bristle broom?,coloring,1,low-intensity
60,189,164,38,7,0,fax,2 metal objects being banged together  maybe a piece of metal being worked in a forge?,fax,1,2
60,189,856,38,7,0,fax,2 metal objects being banged together  maybe a piece of metal being worked in a forge?,fax,1,2
60,191,254,34,4,0,fire,large hand saw sawing through a tree or branch,fire,1,low-intensity
60,191,863,49,4,0,fire,large hand saw sawing through a tree or branch,fire,1,low-intensity
60,192,461,6,6,1,baby crying,unsure - sounds like something being rubbed against another abrasive object?,baby crying,1,high-intensity
60,192,708,22,6,1,baby crying,unsure - sounds like something being rubbed against another abrasive object?,baby crying,1,high-intensity
60,193,184,4,3,1,horse neighing,truck or large machinery beeping as it backs up,horse neighing,1,3
60,193,305,18,3,1,horse neighing,truck or large machinery beeping as it backs up,horse neighing,1,3
60,195,773,37,6,1,rattlesnake,quickly ticking clock or stopwatch,rattlesnake,1,2
60,195,918,7,6,1,rattlesnake,quickly ticking clock or stopwatch,rattlesnake,1,2
60,197,21,3,5,0,bike bell,many people murmuring quietly,bike bell,1,2
60,197,93,43,5,0,bike bell,many people murmuring quietly,bike bell,1,2
60,198,755,44,5,0,bear growling,an object of small to medium size being placed on the floor,bear growling,1,3
60,198,789,19,5,0,bear growling,an object of small to medium size being placed on the floor,bear growling,1,3
60,199,173,27,4,1,door sliding shut,someone playing pool,door sliding shut,1,low-intensity
60,199,619,9,4,1,door sliding shut,someone playing pool,door sliding shut,1,low-intensity
60,201,351,35,5,0,grandfather clock,either 2 knives being hit together or 2 people fencing,banjo,0,3
60,201,751,19,5,0,grandfather clock,either 2 knives being hit together or 2 people fencing,whale call,0,3
60,202,41,27,5,0,lion growl,bagpipe being played,lion growl,1,high-intensity
60,202,416,39,5,0,lion growl,bagpipe being played,lion growl,1,high-intensity
60,204,293,18,2,0,humming,large brass instrument  probably a tuba,humming,1,low-intensity
60,204,804,3,2,0,humming,large brass instrument  probably a tuba,humming,1,low-intensity
60,206,158,13,6,0,toilet flushing,unsure - metalic sound followed by what sounded like a cup being placed upside down,toilet flushing,1,2
60,206,643,8,6,0,toilet flushing,unsure - metalic sound followed by what sounded like a cup being placed upside down,toilet flushing,1,2
60,208,134,4,7,1,shoveling,cell phone ringing,sword fighting,0.5,2
60,208,168,34,7,1,shoveling,cell phone ringing,shoveling,0.5,2
60,209,708,48,3,1,duck quack,unsure - maybe paper being crumpled?,duck quack,1,3
60,209,907,19,3,1,duck quack,unsure - maybe paper being crumpled?,duck quack,1,3
60,210,215,44,7,0,grating food,someone drinking through a straw,grating food,1,low-intensity
60,210,811,35,7,0,grating food,someone drinking through a straw,grating food,1,low-intensity
60,212,176,22,3,1,race car,scattered unenthusiastic applause,race car,1,high-intensity
60,212,562,3,3,1,race car,scattered unenthusiastic applause,race car,1,high-intensity
60,213,516,40,5,1,flute,sea birds screeching,flute,1,3
60,213,902,24,5,1,flute,sea birds screeching,flute,1,3
60,214,237,14,6,1,wing flapping,woman screaming,shopping cart,0.5,low-intensity
60,214,441,13,6,1,wing flapping,woman screaming,wing flapping,0.5,low-intensity
60,216,376,41,7,0,morse code,maybe someone drawing with a pencil?,morse code,1,3
60,216,742,29,7,0,morse code,maybe someone drawing with a pencil?,morse code,1,3
60,217,134,10,7,1,chopping food,unsure - repeated low pitched knocking sound,key opening door,0,low-intensity
60,217,196,43,7,1,chopping food,unsure - repeated low pitched knocking sound,chopping wood,0,low-intensity
60,218,64,39,4,0,electric drill,rooster(s) crowing,fax,0.5,high-intensity
60,218,401,10,4,0,electric drill,rooster(s) crowing,electric drill,0.5,high-intensity
60,219,98,27,2,0,gorilla,water being displaced by an object  maybe someone rowing a boat?,gorilla,1,3
60,219,295,17,2,0,gorilla,water being displaced by an object  maybe someone rowing a boat?,gorilla,1,3
60,222,746,39,5,1,wind chimes,ice cubes being dropped in a glass,wind chimes,1,3
60,222,817,7,5,1,wind chimes,ice cubes being dropped in a glass,wind chimes,1,3
60,223,196,9,5,1,organ,steadily flowing water  does not sound natural (sink or tub maybe?),organ,1,high-intensity
60,223,726,6,5,1,organ,steadily flowing water  does not sound natural (sink or tub maybe?),organ,1,high-intensity
60,224,339,28,4,0,rain,church bell ringing,rain,1,3
60,224,370,15,4,0,rain,church bell ringing,rain,1,3
60,225,663,2,6,0,car crash,someone playing banjo,truck,0.5,high-intensity
60,225,755,28,6,0,car crash,someone playing banjo,car crash,0.5,high-intensity
60,226,603,47,5,0,camera taking a picture,frogs croaking,camera taking a picture,1,2
60,226,689,38,5,0,camera taking a picture,frogs croaking,camera taking a picture,1,2
60,227,335,12,4,0,guitar,tambourine being played,guitar,1,3
60,227,638,46,4,0,guitar,tambourine being played,guitar,1,3
60,233,279,37,2,0,car idling,man grunting as though lifting something heavy,car idling,1,low-intensity
60,233,295,40,2,0,car idling,man grunting as though lifting something heavy,car idling,1,low-intensity
60,237,196,36,7,1,car accelerating,sounds like a rain stick  or many small objects falling/being dropped into a container,truck,0.5,2
60,237,378,1,7,1,car accelerating,sounds like a rain stick  or many small objects falling/being dropped into a container,car accelerating,0.5,2
60,238,861,31,7,1,basketball dribbling,drawer being shut (on a track  filing cabinet etc),basketball dribbling,1,2
60,238,902,35,7,1,basketball dribbling,drawer being shut (on a track  filing cabinet etc),basketball dribbling,1,2
60,239,55,43,5,1,leather coat,toddler trying to speak,biting and chewing,0,low-intensity
60,239,736,8,5,1,leather coat,toddler trying to speak,horse galloping,0,low-intensity
60,242,909,9,6,1,marching,unsure - 2 objects being rubbed together,marching,1,3
60,242,913,3,6,1,marching,unsure - 2 objects being rubbed together,marching,1,3
60,244,329,44,3,0,ping pong,car skidding out on pavement,ping pong,1,3
60,244,669,24,3,0,ping pong,car skidding out on pavement,ping pong,1,3
60,246,88,38,3,1,traffic noises,2 metalic objects being hit together  maybe a triangle,traffic noises,1,high-intensity
60,246,888,10,3,1,traffic noises,2 metalic objects being hit together  maybe a triangle,traffic noises,1,high-intensity
60,247,506,6,7,0,doorbell,water running down a drain,doorbell,1,high-intensity
60,247,888,6,7,0,doorbell,water running down a drain,doorbell,1,high-intensity
60,249,31,38,5,0,hammering a nail,old fashioned telephone ringing,hammering a nail,1,high-intensity
60,249,388,30,5,0,hammering a nail,old fashioned telephone ringing,hammering a nail,1,high-intensity
60,251,219,6,2,1,breathing,someone tapping their fingernails against a hard surface,breathing,1,low-intensity
60,251,497,36,2,1,breathing,someone tapping their fingernails against a hard surface,breathing,1,low-intensity
60,252,329,26,6,1,crowd booing,morse code being transmitted,traffic noises,0,high-intensity
60,252,708,19,6,1,crowd booing,morse code being transmitted,paper shredder,0,high-intensity
60,253,197,5,2,0,door creaking,unsure - mechanical sound  something being adjusted,door creaking,1,2
60,253,434,42,2,0,door creaking,unsure - mechanical sound  something being adjusted,door creaking,1,2
60,255,610,47,7,1,coffee machine,man laughing heartily,spray can spraying,0.5,low-intensity
60,255,789,12,7,1,coffee machine,man laughing heartily,coffee machine,0.5,low-intensity
60,257,474,39,3,1,drum roll,someone playing accordion,drum roll,1,high-intensity
60,257,861,6,3,1,drum roll,someone playing accordion,drum roll,1,high-intensity
60,261,305,19,5,1,radio static,unsure - scraping sound followed by a sound of impact against another object,radio static,1,3
60,261,758,9,5,1,radio static,unsure - scraping sound followed by a sound of impact against another object,radio static,1,3
60,263,150,44,5,1,horse galloping,small motor revving,horse galloping,1,2
60,263,285,25,5,1,horse galloping,small motor revving,horse galloping,1,2
60,264,184,18,3,1,nose blowing,man speaking a romance language probably Spanish,nose blowing,1,3
60,264,881,44,3,1,nose blowing,man speaking a romance language probably Spanish,nose blowing,1,3
60,265,755,10,6,1,chopping wood,tea kettle coming to boil,spray can shaking,0,3
60,265,881,25,6,1,chopping wood,tea kettle coming to boil,cymbol crash,0,3
60,266,686,42,2,0,car alarm,person gurgling water or mouth wash,car alarm,1,high-intensity
60,266,707,46,2,0,car alarm,person gurgling water or mouth wash,car alarm,1,high-intensity
60,271,177,9,5,1,keys jingling,could be wind gust through a door or traffic sounds,camera turning on,0.5,low-intensity
60,271,840,7,5,1,keys jingling,could be wind gust through a door or traffic sounds,keys jingling,0.5,low-intensity
60,272,7,4,3,1,chiseling,maybe a copy machine? (mechanical humming followed by sound of something being placed down),clipping hair,0.5,2
60,272,269,31,3,1,chiseling,maybe a copy machine? (mechanical humming followed by sound of something being placed down),chiseling,0.5,2
60,273,628,7,5,1,cricket,unsure - adhesive of some sort being ripped off  or a zipper being zipped maybe?,cricket,1,2
60,273,643,27,5,1,cricket,unsure - adhesive of some sort being ripped off  or a zipper being zipped maybe?,cricket,1,2
60,274,484,8,3,0,dialing,unsure - sounded like 2 metalic objects hitting then a rustling sound?,dialing,1,low-intensity
60,274,578,32,3,0,dialing,unsure - sounded like 2 metalic objects hitting then a rustling sound?,dialing,1,low-intensity
60,278,632,28,7,1,newspaper page turning,woman speaking French,newspaper page turning,1,low-intensity
60,278,701,10,7,1,newspaper page turning,woman speaking French,newspaper page turning,1,low-intensity
60,279,639,35,5,1,opening a letter,woman speaking a foreign language (not familiar),opening a letter,1,low-intensity
60,279,839,39,5,1,opening a letter,woman speaking a foreign language (not familiar),opening a letter,1,low-intensity
60,280,257,26,7,0,man speaking,someone blowing into a noisemaker from a kids party,man speaking,1,2
60,280,317,45,7,0,man speaking,someone blowing into a noisemaker from a kids party,man speaking,1,2
60,281,320,14,5,1,applause,phone being dialed on a dialpad,applause,1,high-intensity
60,281,603,24,5,1,applause,phone being dialed on a dialpad,applause,1,high-intensity
60,282,29,50,5,0,coin in a vending machine,unsure - crunching sound of some sort,coin in a vending machine,1,low-intensity
60,282,197,20,5,0,coin in a vending machine,unsure - crunching sound of some sort,coin in a vending machine,1,low-intensity
60,283,334,6,4,1,dialup,orchestre maybe warming up  non-melodic but with many instruments,dialup,0.5,3
60,283,598,22,4,1,dialup,orchestre maybe warming up  non-melodic but with many instruments,acoustic bass,0.5,3
60,285,53,24,7,0,hammering metal,drum roll on a snare drum,hammering metal,1,high-intensity
60,285,374,46,7,0,hammering metal,drum roll on a snare drum,hammering metal,1,high-intensity
60,287,254,11,2,1,geese honking,multiple bells being jingled in time  but not a tambourine?,geese honking,1,3
60,287,598,1,2,1,geese honking,multiple bells being jingled in time  but not a tambourine?,geese honking,1,3
60,289,401,14,2,1,cow mooing,lid being put onto a metal container  maybe a trash can?,cow mooing,1,3
60,289,640,13,2,1,cow mooing,lid being put onto a metal container  maybe a trash can?,cow mooing,1,3
60,291,287,5,7,0,bus decelerating,melodic line played on a flute,car idling,0.666666666666667,3
60,291,406,8,7,0,bus decelerating,melodic line played on a flute,bus decelerating,0.666666666666667,3
60,291,684,31,7,0,bus decelerating,melodic line played on a flute,bus decelerating,0.666666666666667,3
60,293,638,11,4,0,match lighting,large motorized vehicle revving or shifting gears,match lighting,1,low-intensity
60,293,737,25,4,0,match lighting,large motorized vehicle revving or shifting gears,match lighting,1,low-intensity
60,295,49,1,7,1,clipping hair,maybe a knife being sharpened?,clipping hair,1,low-intensity
60,295,331,22,7,1,clipping hair,maybe a knife being sharpened?,clipping hair,1,low-intensity
60,297,227,38,4,1,whistle,change being dropped into a metal cup,whistle,1,high-intensity
60,297,433,38,4,1,whistle,change being dropped into a metal cup,whistle,1,high-intensity
60,298,635,21,4,0,pinball,unsure - low pitched consistent mechanical humming sound,pinball,0.5,high-intensity
60,298,887,1,4,0,pinball,unsure - low pitched consistent mechanical humming sound,church bells,0.5,high-intensity
60,299,158,15,2,0,dove cooing,liquid being poured out of a bottle into a cup,dove cooing,1,low-intensity
60,299,443,39,2,0,dove cooing,liquid being poured out of a bottle into a cup,dove cooing,1,low-intensity
61,1,19,45,6,1,gunshots,tap dancing,gunshots,1,high-intensity
61,1,483,2,6,1,gunshots,tap dancing,gunshots,1,high-intensity
61,2,669,31,5,0,cicadas,dead bolt unlocking,cicadas,1,3
61,2,780,19,5,0,cicadas,dead bolt unlocking,cicadas,1,3
61,4,256,1,2,1,dial tone,snow crunching,dial tone,1,low-intensity
61,4,631,36,2,1,dial tone,snow crunching,dial tone,1,low-intensity
61,5,267,8,3,0,drinking,rachet turning,drinking,1,low-intensity
61,5,885,15,3,0,drinking,rachet turning,drinking,1,low-intensity
61,6,301,49,4,1,ice in cup,door handel jiggle,ice in cup,1,low-intensity
61,6,339,4,4,1,ice in cup,door handel jiggle,ice in cup,1,low-intensity
61,7,122,37,6,1,crumpling paper,music box,coins dropping,0,2
61,7,383,16,6,1,crumpling paper,music box,frog croaking,0,2
61,8,277,20,7,1,coloring,snow crunching under footsteps,coloring,1,low-intensity
61,8,302,17,7,1,coloring,snow crunching under footsteps,coloring,1,low-intensity
61,9,219,17,5,0,inflating a balloon,little dog barking,inflating a balloon,1,low-intensity
61,9,918,28,5,0,inflating a balloon,little dog barking,inflating a balloon,1,low-intensity
61,11,124,10,7,0,liquid pouring out of a bottle,phone vibrating,camera turning on,0,2
61,11,816,11,7,0,liquid pouring out of a bottle,phone vibrating,ice in cup,0,2
61,12,49,48,3,1,bus accelerating,toilet flushing,bus accelerating,0.5,2
61,12,557,11,3,1,bus accelerating,toilet flushing,race car,0.5,2
